Domain,Competitor Relevance,Common Keywords,Organic Keywords,Organic Traffic,Organic Cost,Adwords Keywords
tufts.edu,0.000068669164,6,589029,790096,1468219.00,439
gradedtl.wordpress.com,0.00006866144,2,147,29,60.00,0
traciclausen.com,0.000068660345,2,574,163,66.00,0
ccsdschools.org,0.000068655725,2,1378,1425,426.00,0
ucango2.org,0.00006865502,1,5172,3596,3587.00,0
ignatiansolidarity.net,0.000068649184,1,8955,3899,2092.00,0
early-childhood-education-degrees.com,0.00006863608,2,15053,11375,209936.00,0
johnston.k12.ia.us,0.0000686325,2,3819,5770,1389.00,0
bostonreview.net,0.00006862953,2,78259,53046,26982.00,0
townandcountry.ph,0.00006861053,2,44352,26128,10749.00,0
st-aug.edu,0.00006858496,1,8827,13866,43018.00,0
effetive.com.br,0.000068553716,1,24318,655,172.00,0
d214.org,0.00006854591,2,20084,56711,41807.00,0
iccrucoli.edu.it,0.000068542955,1,148899,431,357.00,0
taylorandfrancis.com,0.000068512636,2,21976,15386,9362.00,23
mothergoosecaboose.com,0.00006850966,1,1425,554,7.00,0
typing.com,0.0000684951,3,13339,782740,1388310.00,0
exploregre.blogspot.com,0.000068493224,1,17,2,0.00,0
partiallyexaminedlife.com,0.000068483874,3,12636,6923,976.00,0
otzkda.ga,0.00006848303,1,31,8,1.00,0
babelmatrix.org,0.00006848161,1,4972,2675,266.00,0
charlesdickensinfo.com,0.000068475754,2,6977,55846,31439.00,0
linfo.org,0.00006847083,3,13360,34511,31033.00,0
crestwoodschools.org,0.0000684687,2,22881,22322,12459.00,0
hasd.us,0.000068459216,2,2939,3040,174.00,0
criticalcommons.org,0.00006845787,2,34255,26027,10732.00,0
pytyzocikeki.ml,0.0000684388,1,38,0,0.00,0
speakmethod.com,0.00006843497,3,1854,982,274.00,0
theintelligencer.net,0.0000684325,2,74491,61262,31543.00,0
quotesnhumor.com,0.00006842023,2,9292,41036,6477.00,0
onestroke.com,0.00006841293,1,1240,2457,861.00,0
wolfgroupweb.com,0.00006841161,2,3563,136,225.00,0
mehron.com,0.00006841108,1,8571,28884,12868.00,2
eduk12.net,0.00006839164,1,4702,5794,1737.00,0
wtpub.co.uk,0.000068374866,3,288,275,18.00,0
rootreport.com,0.00006837486,3,45304,114979,39914.00,0
brunnen-viertel-bilk.de,0.000068369736,1,433415,327,344.00,0
latimescrosswordanswers.com,0.00006835326,7,191106,552325,112844.00,0
tools4noobs.com,0.00006832074,3,4857,49862,40786.00,0
magicblox.com,0.000068318564,2,2878,5739,11376.00,7
lewisu.edu,0.00006831282,3,47390,77393,262251.00,0
hotfair.com,0.000068293455,2,3902,8760,1102.00,0
english-dictionary.help,0.000068293004,2,81007,3980,281.00,0
gingerly-writing.tumblr.com,0.00006827405,2,43,11,0.00,0
spellingnotebook.com,0.000068257374,2,152,102,44.00,0
legabeachwaterpolo.it,0.000068257315,2,329658,667,586.00,0
myaccess.com,0.00006823531,3,1096,17745,34643.00,0
examtiger.com,0.00006823088,2,1913,3317,569.00,0
jesuithighschool.org,0.00006821037,1,6798,13137,48455.00,0
halecharteracademy.com,0.000068205096,1,2385,3543,2126.00,0
signork.it,0.00006818899,2,838250,11092,13027.00,0
kikforce.nl,0.00006818875,1,254728,539,570.00,0
forbes.com,0.00006818741,144,16274815,46735383,60432432.00,3101
fancyshanty.com,0.00006817964,2,124,7,0.00,0
ilportodelmarchese.it,0.00006817739,2,362754,1118,942.00,0
uccellis.ud.it,0.00006817098,2,84,43,0.00,0
mistersmithlearning.com,0.000068162364,2,208,2,0.00,0
hawthorne.k12.ca.us,0.000068154695,2,4375,5778,9638.00,0
dussler.info,0.00006814575,1,637,2,0.00,0
futurelearn.com,0.00006814299,3,154926,103363,200155.00,3
nccp.org,0.000068133726,1,17899,10415,30398.00,0
cksdesmoines.com,0.00006812894,2,386,519,940.00,0
afterschoolalliance.org,0.00006812,2,19216,22457,81899.00,22
storygrid.com,0.000068119334,3,7348,2757,528.00,0
hpcaphilly.org,0.00006810751,2,435,300,109.00,0
sachdevaglobal.in,0.00006810236,2,291,53,0.00,0
pcschools.us,0.00006809066,2,5528,13703,4647.00,0
fairfieldcityschools.com,0.000068087975,1,7877,24218,21383.00,0
historynet.com,0.00006807852,5,376557,943016,1019237.00,19
descriptivewriting.wordpress.com,0.000068026406,3,1699,3325,7.00,0
rhymedesk.com,0.000067992354,3,19836,90474,5956.00,0
gloveworx.com,0.00006796124,1,9316,12842,10877.00,0
smartwool.com,0.000067942456,1,35476,198535,266695.00,300
poetrysociety.org.uk,0.00006792957,2,14174,10868,9019.00,0
countryhillcottage.com,0.00006790891,2,11129,3850,1666.00,0
tableau.com,0.00006789143,5,327603,612447,2196557.00,6855
aasd.k12.wi.us,0.00006786624,2,24757,40140,16090.00,0
phonogrampage.com,0.000067851055,2,138,472,194.00,0
escolapiospozuelo.org,0.000067850495,3,574,180,27.00,0
supaproofread.com,0.00006784944,2,269,406,21.00,0
humansandnature.org,0.000067845634,1,16367,18315,6922.00,2
history.com,0.000067837645,39,2357078,27301981,31414463.00,280
jldtherapy.com,0.000067835856,2,791,288,92.00,0
librarylearners.com,0.00006782097,2,1512,386,177.00,0
learntalk.org,0.00006781165,3,1683,1310,427.00,0
janelleknutson.com,0.00006779404,2,1339,559,833.00,0
topix.net,0.00006779378,1,7106,16666,1307.00,0
writepapersff.duckdns.org,0.0000677921,1,42,2,1.00,0
stlpenshow.com,0.00006777069,2,199,262,16.00,0
joy99.com,0.00006773936,2,1877,368,120.00,0
sdg.by,0.00006772833,1,7630,1255,675.00,0
reset.org,0.00006772035,1,8709,3832,4355.00,80
eliteskills.com,0.00006771162,3,11429,11731,6939.00,0
centralcatholichs.com,0.00006770601,1,12361,6972,3402.00,0
alphalink.com.au,0.00006769418,3,2218,827,68.00,0
lachsa.net,0.000067690766,2,24813,18537,11681.00,0
bookstr.com,0.00006767915,2,28195,22422,12778.00,0
otabigoqij.ml,0.00006767873,1,112,0,0.00,0
hanen.org,0.000067673456,3,11096,16829,13572.00,0
fb.com,0.000067672125,4,157801,10553386,6995277.00,52
themrstee.com,0.00006767167,2,2283,761,539.00,0
teachingtalking.com,0.0000676254,2,1597,620,232.00,0
pfot.com,0.000067594076,2,1744,873,562.00,0
cueroisd.org,0.000067593406,2,5662,5337,780.00,0
bucks.sch.uk,0.00006759074,3,10399,4181,63.00,0
mendeley.com,0.000067589855,3,154222,299266,611853.00,0
abc.net.au,0.00006758009,17,2649962,1263923,618927.00,2
asee.org,0.0000675736,3,112635,29123,19787.00,0
kitesurfstagnone.com,0.00006757337,1,275169,654,656.00,0
fishyrobb.com,0.0000675708,2,391,120,22.00,0
soloclassic.com,0.000067569024,1,8875,1051,534.00,0
mrwaynesclass.com,0.000067552966,1,8518,7193,3004.00,0
englishcommunicationexercises.wordpress.com,0.000067540735,3,90,54,38.00,0
seymourschools.org,0.000067519155,2,3520,4589,7665.00,0
flashcard.online,0.0000675056,2,1044,2411,2759.00,0
jamestown.k12.nd.us,0.00006748858,2,6071,5006,659.00,0
intoxicatedonlife.com,0.000067472676,3,31485,14601,13608.00,0
usscouts.org,0.00006747129,2,22681,98282,65157.00,0
surfturk.com,0.000067464345,2,1634,2472,516.00,0
viewpure.com,0.000067463756,2,14358,16628,2092.00,0
mtvernoncsd.org,0.000067461704,2,5255,11247,5567.00,0
gospelhall.org,0.000067460554,3,25268,24521,7468.00,0
247writingservice.com,0.00006746028,2,876,127,4.00,0
fpgeeks.com,0.00006743422,2,7975,2225,536.00,0
craftberrybush.com,0.00006741344,2,9462,6548,1914.00,0
languageinindia.com,0.00006740796,2,11915,1928,25.00,0
presscommunity.org,0.00006738957,3,293,217,144.00,0
icr.org.ua,0.000067384986,2,219161,309,310.00,0
bell-foundation.org.uk,0.00006737869,3,3634,1875,236.00,0
metrolibrary.org,0.00006736962,1,8824,46143,16363.00,5
babble.com,0.000067366804,7,600774,2360255,1120900.00,0
shakespeare-monologues.org,0.000067350535,3,2774,10307,18068.00,0
queen-of-theme-party-games.com,0.00006733563,3,45697,91730,45705.00,0
worldhistoryproject.org,0.000067334186,2,26857,21287,10287.00,0
time.com,0.00006731008,61,7457260,17400306,15881388.00,0
tajsmkis.blogspot.com,0.00006728946,3,194,143,0.00,0
webstermiddle.org,0.00006728789,3,1054,1386,75.00,0
vcsnavigators.com,0.00006728773,2,358,55,23.00,0
sapgrp.com,0.0000672842,3,359,143,40.00,0
oneyearbibleonline.com,0.00006728405,2,8443,31852,49795.00,0
lav-in.it,0.000067280234,2,740,29,12.00,0
compact.org,0.00006727999,1,14968,7032,6687.00,6
gimmiefreebies.com,0.0000672752,1,14078,29529,19638.00,0
todroberts.com,0.00006727393,2,437,211,0.00,0
anthemprintingsf.com,0.000067262,1,4097,9686,9451.00,39
mycatholicschool.org,0.000067254514,2,547,133,104.00,0
clichelist.net,0.000067250265,3,837,1329,406.00,0
anagram-solver.io,0.000067243236,2,541,28008,6640.00,0
walkerpgmg.duckdns.org,0.000067241905,1,12,2,0.00,0
joyinourjourney.com,0.000067238594,2,3293,1863,1536.00,0
paper-media.com,0.000067231675,2,270,54,4.00,0
innerchildfun.com,0.00006721262,2,7117,2559,1544.00,0
weavingaweb.org,0.00006720346,1,11884,1711,422.00,0
therapportpost.wordpress.com,0.00006720102,5,9,11,0.00,0
jobryantnz.wordpress.com,0.0000671706,2,234,71,42.00,0
publicspeakingforlife.com.au,0.000067167384,2,1094,261,106.00,0
hopkinsschools.org,0.000067139816,1,18405,29214,41543.00,0
stripes.com,0.00006713344,6,528348,507854,649077.00,0
elevatesuites.com,0.000067130044,1,216990,541,332.00,0
interaction-design.org,0.00006711161,3,91315,264275,1408763.00,18
jyfafutyjy.cf,0.00006711117,1,69,1,0.00,0
wlps.org,0.0000671037,2,11828,15399,3838.00,0
sjcalic.org,0.00006708705,1,526,416,563.00,0
somersetacademysh.com,0.00006708543,2,1288,2690,2209.00,0
examgradebooster.com,0.00006706793,3,3460,650,44.00,0
xn----7sbacgtltrmiedhtl1azq1lta.xn--p1ai,0.00006705855,1,566,5,0.00,0
wjusd.org,0.00006702291,1,8040,31541,35441.00,0
scienceabc.com,0.000067010486,4,264026,489086,281398.00,0
ieltsmaterial.com,0.00006701012,2,10463,12204,260.00,0
julieshapiro.wordpress.com,0.000067005385,2,139,44,14.00,0
quotemaster.org,0.00006695791,3,31173,7088,861.00,0
steptwo.com.au,0.00006695392,2,1422,820,3716.00,0
edns.biz,0.0000669401,2,26521,6417,995.00,0
stbarnabasprimary.co.uk,0.00006693648,2,293,114,31.00,0
askatechteacher.com,0.000066924054,2,1830,6511,15297.00,0
speakingacademy.eu,0.000066902016,2,219877,2516,2515.00,0
mempowered.com,0.0000668912,2,2417,2679,903.00,0
quizdoo.com,0.00006687126,3,11343,7533,1575.00,0
bucklingbookshelves.blogspot.com,0.00006686952,2,29,3,0.00,0
pcmtrials.com,0.000066857865,2,59225,3605,2647.00,0
nikeinc.com,0.00006685502,3,7375,10079,13863.00,0
left-bank.com,0.00006685314,1,14002,7595,3218.00,0
bgsbuniversity.org,0.000066850596,1,7783,3002,518.00,0
banterspeech.com.au,0.00006681996,3,5428,1601,788.00,0
rootrootgo.com,0.00006677949,2,61,8,0.00,0
gydujuhuvi.tk,0.00006676676,2,55,1,0.00,0
explorepahistory.com,0.00006676603,2,36744,22991,9626.00,0
soils4teachers.org,0.00006675953,3,17078,26228,63966.00,0
sesamestreetincommunities.org,0.00006674911,1,7657,19911,26269.00,0
willwilkinson.net,0.00006674109,2,305,180,0.00,0
dialectblog.com,0.000066736604,2,10359,16048,1582.00,0
literacysolutions.com.au,0.00006673101,3,478,230,76.00,0
minimalstudent.com,0.000066717825,3,428,328,41.00,0
lyndhurstschools.net,0.000066712244,3,2608,8883,671.00,0
learninginwonderland.com,0.00006670737,2,871,427,39.00,0
wordsallaround.blogspot.com,0.000066705215,2,190,127,7.00,0
smithtown.k12.ny.us,0.000066703265,2,4720,20677,6109.00,0
calpoly.edu,0.00006667693,4,253381,613509,582143.00,8
shesaved.com,0.00006666761,2,13196,4174,1346.00,0
homeyohmy.com,0.000066666325,2,8346,5148,2549.00,0
sch.im,0.00006663081,2,1081,548,3.00,0
az.gov,0.00006661113,6,480056,1231137,1772354.00,0
cappelendamm.no,0.00006660214,1,9387,5025,835.00,0
villanova.edu,0.00006657287,4,261351,645491,1329584.00,659
sydney.edu.au,0.00006656976,4,220401,130062,102775.00,54
wikidaily.org,0.000066569504,1,42498,1299,543.00,0
misterfisher.tripod.com,0.00006655182,2,45,1,0.00,0
census.gov,0.000066548055,7,711816,2270716,2397290.00,79
essaystore.net,0.00006654166,2,1687,358,218.00,0
momsplans.com,0.00006654065,2,2273,246,541.00,0
enfield.sch.uk,0.00006652456,2,5604,2415,920.00,0
iccb.org,0.00006650264,3,23884,22944,46067.00,0
hickmanmills.org,0.000066497,1,8246,15134,3285.00,0
devel8.com,0.0000664746,1,228201,1042,602.00,0
ccs.edu,0.00006646907,2,3782,2879,1905.00,0
theproductiveteacher.org,0.000066440916,2,128,13,0.00,0
businessjargons.com,0.00006642592,2,35761,82405,153298.00,0
jjresourcecreations.com,0.00006641578,2,596,466,395.00,0
rsdmo.org,0.00006640924,2,16084,72921,63681.00,0
stepstoliteracy.com,0.00006640764,2,2437,1118,207.00,0
kidsmartapp.co.uk,0.00006640559,3,924,310,7.00,0
appi.pt,0.00006640334,2,6506,338,57.00,0
college-writers.com,0.00006639746,2,1133,1106,504.00,0
elastic.co,0.00006635031,4,123522,325847,1527807.00,1867
msnatashatheodora.com,0.000066347544,3,73,46,0.00,0
athletenetwork.com,0.0000663337,3,7694,4074,3319.00,0
fau.de,0.00006632643,1,104678,2569,923.00,0
slantsixgames.com,0.00006631658,2,12762,57283,32382.00,0
scribblesnpebbles.com,0.000066295994,2,136,34,30.00,0
churchofjesuschrist.org,0.00006629329,11,923141,2465074,3529827.00,0
pdstsandbox.com,0.00006627542,2,900,170,4.00,0
exploringnature.org,0.000066267974,1,12628,14266,6437.00,0
lakii.com,0.00006625581,1,10413,1328,6.00,0
privysage.com,0.00006625039,1,335672,545,404.00,0
oncoloring.com,0.00006624863,2,8062,11390,1706.00,0
ms.gov,0.00006624549,5,539436,890941,1256748.00,0
hp.gov.in,0.0000662446,3,7339,3656,475.00,0
alamocrsolutionscatalog.com,0.000066238616,2,4998,231,157.00,0
nativlang.com,0.00006623297,3,11219,7881,4040.00,0
coloritbynumbers.com,0.000066228815,2,2662,216653,127863.00,0
helpmykidslearn.ie,0.0000662236,2,82,8,2.00,0
womenshistory.org,0.00006621537,3,42452,1053481,880426.00,81
thelearningcounsel.com,0.00006621531,2,5899,6301,8544.00,0
listverse.com,0.00006620727,4,282996,470262,189494.00,0
smead.com,0.000066187815,2,10946,23974,48833.00,0
vonbeau.com,0.00006615795,2,37840,16921,12316.00,0
learnoutlive.com,0.000066151675,2,11940,6587,3814.00,0
passionatepennypincher.com,0.00006613994,3,215268,309063,181380.00,0
smashingmagazine.com,0.00006611834,4,301394,249097,558184.00,0
officesuppliessrl.it,0.0000661043,1,548481,390,517.00,0
worldofbooks.com,0.000066099994,2,98119,6734,1245.00,59
schoolsobservatory.org,0.00006608464,1,6548,19279,4546.00,0
igcse1english.wordpress.com,0.00006607496,3,70,74,0.00,0
bethel.k12.or.us,0.00006606838,3,7743,26773,42071.00,0
vu.edu.au,0.000066012,2,58780,42928,20914.00,4
johndcook.com,0.000065983164,2,30471,41321,9844.00,0
writetheworld.com,0.00006597843,2,15292,9978,4905.00,0
rhythm-in-music.com,0.000065954184,2,1209,5103,30.00,0
the-digital-reader.com,0.00006594249,3,69801,29009,20703.00,0
latrobe.edu.au,0.00006594053,2,68073,33411,28757.00,0
farragutschoolcommunity.org,0.00006590329,1,15,1,0.00,0
usgs.gov,0.00006590318,10,1291439,4009452,3734941.00,0
ocoroqofoqij.ml,0.000065890184,2,182,12,0.00,0
teamtravel.co,0.000065867076,1,306235,571,500.00,0
palmbeachschools.org,0.00006586434,2,51909,374358,504154.00,0
55menus.es,0.00006585897,2,297381,708,601.00,0
stmaryk12.net,0.00006585566,3,9202,40892,57909.00,0
quaninttechsoft.com,0.00006582277,1,457468,842,1221.00,0
momparis.fr,0.00006578672,3,13,2,0.00,0
germanpod101.com,0.00006577421,3,14269,33394,32493.00,16
essentialed.com,0.00006575692,2,3504,9343,25276.00,20
organisemyhouse.com,0.00006575221,2,9655,6747,11811.00,0
biography.com,0.00006574873,25,1684673,31490571,28176619.00,0
cc-pl.org,0.00006573554,2,5013,8802,1918.00,0
superbabyonline.com,0.000065732595,2,26761,29056,3590.00,0
hartshavenmusic.com,0.00006571979,3,34,8,0.00,0
talktomeindia.org,0.00006570009,1,27,2,0.00,0
illustrativemathematics.org,0.00006568995,2,55193,42704,20853.00,80
imgendephyte.ga,0.00006568859,1,46,2,0.00,0
portlandschools.org,0.00006566838,1,10881,19395,18553.00,0
unila.ac.id,0.00006564628,2,18311,3879,33.00,0
newbedfordschools.org,0.0000656221,2,7683,16195,1757.00,0
wavelength.training,0.000065610446,2,603,290,40.00,0
rockford.k12.ia.us,0.000065610104,2,266,913,63.00,0
speakhut.com,0.00006560951,2,467,98,0.00,0
better-english-grades.com,0.00006560898,2,382,127,49.00,0
algernonminer.typepad.com,0.00006560846,1,21,0,0.00,0
realenglishschool.eu,0.00006560562,2,455,196,0.00,0
medicinenet.com,0.00006560533,57,4005581,25323528,29749229.00,0
stnicholasrupert.org,0.00006560518,2,457,113,111.00,0
teachingsheets.com,0.00006560382,2,227,69,2.00,0
headoverheelsforteaching.com,0.00006560204,2,400,265,6.00,0
bringinghistoryhome.org,0.00006559539,3,1014,486,736.00,0
thepaigediaries.com,0.00006559111,2,735,210,20.00,0
quotes-for-teachers.blogspot.com,0.00006558217,2,224,205,39.00,0
thecreativeappleteaching.com,0.00006558065,2,260,129,17.00,0
educircles.org,0.00006556868,2,680,83,41.00,0
jpspanbauer.com,0.0000655669,2,907,151,148.00,0
asvabbootcamp.com,0.000065563756,1,4205,12596,27404.00,0
erindealey.com,0.00006555397,2,383,47,17.00,0
varnakarting.com,0.00006551902,2,94686,519,301.00,0
goodsensorylearning.com,0.00006550658,2,405,34,24.00,0
foothillseducation.ca,0.00006549849,2,216,67,1.00,0
greenriver.edu,0.000065483655,2,36893,88529,241668.00,0
ozuesy.tk,0.00006548041,2,102,19,2.00,0
blinkist.com,0.000065476175,2,39808,60000,51137.00,363
eschoolview.com,0.000065474305,2,14013,6652,3625.00,6
cairn.info,0.000065458116,4,278512,51066,6105.00,0
raisingchildren.net.au,0.00006544643,6,458700,314150,431230.00,1
oswaalbooks.com,0.0000654225,2,1544,567,0.00,0
uccs.edu,0.00006541444,2,162411,209774,685674.00,30
oncolink.org,0.00006538162,3,140922,125873,291555.00,0
mcs4kids.com,0.00006537302,2,15526,82010,62423.00,0
ebc-online-tefl.com,0.000065364584,2,2110,1928,270.00,0
ufrgs.br,0.000065346845,2,86870,21294,11511.00,0
9mousai.com,0.000065330896,2,373,79,40.00,0
literacynewyork.org,0.000065330576,2,391,74,44.00,0
vbookz.com,0.00006532629,2,259,93,41.00,0
catholicteacherresources.com,0.000065288456,2,1568,490,270.00,0
rdflib.readthedocs.io,0.0000652793,1,268,80,2.00,0
stmarycs.net,0.00006523962,1,711,175,266.00,0
toolboxforteachers.com,0.00006523135,3,295,206,81.00,0
greatkidbooks.blogspot.com,0.0000652261,2,1367,100,25.00,0
clearvoice.com,0.00006522504,2,31515,35453,86772.00,189
testyyettrying.blogspot.com,0.000065222084,2,1124,969,157.00,0
spellcheck24.net,0.00006521403,1,862,5902,6131.00,0
parentcircle.com,0.00006520561,2,26540,5654,2181.00,0
bears.k12.ar.us,0.00006520346,1,681,396,29.00,0
cynthialeitichsmith.com,0.00006514505,3,9364,2932,1060.00,0
nordicenergy.org,0.00006514142,2,21075,1012,679.00,0
lifecoachbynature.com,0.000065126165,1,925,39,26.00,0
biology-online.org,0.00006512463,4,75888,334468,88907.00,0
wellsborosd.org,0.000065098124,2,3536,2780,349.00,0
cattysd.org,0.00006509474,1,4232,4983,4355.00,0
ctcorestandards.org,0.000065079934,3,3464,607,47.00,0
alistapart.com,0.000065072585,1,33997,19453,32361.00,0
popcultureclassroom.org,0.000065059365,2,2424,1096,664.00,0
learneasygrammer.blogspot.com,0.00006503918,2,601,137,0.00,0
bu.edu.eg,0.00006503741,2,7997,1840,275.00,0
centercitypcs.org,0.00006502631,2,4037,1818,715.00,0
paradisepraises.com,0.00006501343,2,1407,700,210.00,0
joyfestivalindustries.com,0.00006499716,2,152,13,0.00,0
treningnl.ru,0.000064996406,2,700,59,2.00,0
35.172.138.65,0.00006499409,2,447,17,1.00,0
teachenglishtoday.org,0.00006498064,1,1040,274,6.00,0
utsystem.edu,0.000064977125,2,71339,69492,143632.00,0
poetandpoem.com,0.00006497636,3,7766,7071,4515.00,0
aceeducational.com,0.00006497241,2,2876,2604,3703.00,0
lovetolearnandteach2012.blogspot.com,0.000064953965,3,24,6,0.00,0
a3dimpressions.com,0.000064921216,1,81,0,0.00,0
hudexchange.info,0.00006492035,2,76791,111240,184701.00,0
hrpub.org,0.000064887165,2,37600,3120,982.00,0
illinois.gov,0.000064882806,6,1112752,2871362,4296685.00,6
thesaurasize.com,0.00006486971,3,7032,24841,8106.00,0
brandywineschools.org,0.00006486936,1,9315,38961,62392.00,0
nestle-family.com,0.0000648623,1,17204,9028,2466.00,0
hinkhoj.com,0.00006485931,5,243811,181844,21261.00,0
scasl.net,0.000064815926,2,3795,584,88.00,0
houstonrestaurantweeks.com,0.000064814216,1,11844,33634,73822.00,0
craftulate.com,0.00006480893,2,9608,6866,3147.00,0
trendenterprises.com,0.00006479953,2,6440,4917,3033.00,12
livingspanish.com,0.000064788444,3,4767,3048,230.00,0
mbci.mb.ca,0.00006478312,2,2781,1185,438.00,0
getrealphilippines.com,0.000064781554,2,4276,1081,2.00,0
hookedtobooks.com,0.000064780004,2,16393,24044,20189.00,0
oakbendmedicalgroup.com,0.00006474621,1,24689,7213,7657.00,0
printing.org,0.000064734435,2,9212,5799,8467.00,0
messie2vie.fr,0.0000647325,3,6506,1570,195.00,0
ielts-worldwide.com,0.00006470691,3,966,100,24.00,0
unescobkk.org,0.000064668326,1,1565,366,94.00,0
cheney268.com,0.00006466059,2,1820,1142,62.00,0
turismoferentillo.it,0.00006465609,1,538919,12612,9802.00,0
lagueuledebois.net,0.000064612315,2,71,2,0.00,0
mommawithateachingmission.blogspot.com,0.000064606975,1,34,4,0.00,0
judyolbrych.com,0.000064572356,2,205,19,0.00,0
healthyplace.com,0.00006456387,3,151014,198197,345581.00,0
100pics-answers.org,0.00006455932,1,5953,43277,1071.00,0
nfhslearn.com,0.000064545085,1,8148,27532,74408.00,5
languageandgrammar.com,0.00006454481,2,2906,9011,2882.00,0
newpathonline.com,0.00006453242,3,2850,1542,2700.00,0
rvcschools.org,0.00006453101,2,4865,6344,5162.00,0
psychologytools.com,0.00006451433,1,8578,8508,10451.00,0
virtualnerd.com,0.00006450686,4,99559,642836,344991.00,0
physicalgeography.net,0.000064503685,1,20119,21866,5748.00,0
